state,county,latitude,longitude,reachedPatientLimit
OH,CUYAHOGA,41.303784,-81.835898,Y
PA,LANCASTER,40.0709898,-76.0179295,Y
NJ,SUSSEX,41.0401263,-74.6441077,Y
OH,ALLEN,40.7373389,-84.0865573,Y
IL,COOK,41.852495,-87.7219686,Y
WA,SOCORRO,34.0376233,-106.911891,Y
MS,MARICOPA,33.6378062,-111.9980544,Y
WI,MILWAUKEE,43.0435774,-88.0217863,Y
IL,COOK,41.8946256,-87.6209858,Y
VT,WARREN,43.402309,-73.23146,Y
IL,COOK,41.8692014,-87.7134139,Y
MO,ST LOUIS,38.6351441,-90.2629289,Y
VA,CHESTERFIELD,37.3267217,-77.4435962,Y
VA,FAIRFAX,38.8757666,-77.3081211,Y
KY,FAYETTE,38.0398128,-84.5516183,Y
MN,RAMSEY,,,Y
TX,HARRIS,30.0049079,-95.251732,Y
CA,LOS ANGELES,33.9231765,-118.2437996,Y
FL,PHILADELPHIA,30.346373,-81.4171806,Y
CT,WOOD,44.3817334,-89.8303048,Y
CA,SAN DIEGO,33.1288098,-117.0717939,Y
AZ,MARICOPA,33.3632559,-111.6079651,Y
WI,SAUK,43.2811912,-89.7188462,Y
GA,UNION,34.887863,-83.9613098,Y
VA,NORFOLK CITY,36.8604506,-76.3035708,Y
NY,WASHINGTON,43.2689996,-73.5831989,Y
OR,JOSEPHINE,42.4226655,-123.3309091,Y
CA,SANTA CLARA,37.4318659,-122.1790623,Y
FL,BREVARD,28.0937701,-80.6573589,Y
MN,WASHINGTON,44.9404528,-92.9552214,Y
VA,CHESTERFIELD,37.3823369,-77.505999,Y
VA,CHESTERFIELD,37.3823369,-77.505999,Y
MD,BALTIMORE,39.3835185,-76.5743343,Y
NJ,ESSEX,40.7097992,-74.2125215,Y
AK,KODIAK ISLAND,,,Y
NM,MCKINLEY,35.5075844,-108.7299942,Y
WV,OHIO,40.055565,-80.6832145,Y
MA,BARNSTABLE,41.6073141,-70.490701,Y
MD,HARFORD,39.5204234,-76.3614674,Y
MS,PANOLA,34.3078504,-89.928754,Y
CO,ALAMOSA,37.4724787,-105.882886,Y
MA,ESSEX,42.513308,-70.9070734,Y
WI,ASHLAND,46.5821703,-90.8870975,Y
TX,SUFFOLK,,,Y
CA,LOS ANGELES,34.1367368,-118.2400901,N
MA,WORCESTER,42.2753066,-71.7626132,Y
WA,KING,47.7416423,-122.3186337,Y
CA,SANTA CLARA,37.3128569,-121.9332672,Y
MT,LEWIS AND CLARK,46.592814,-112.020908,Y
CO,EL PASO,38.744858,-104.8347455,Y
MA,BERKSHIRE,42.459638,-73.2492284,Y
NY,CATTARAUGUS,42.0753605,-78.4294077,Y
OH,STARK,40.8121341,-81.3962689,Y
DC,PHILADELPHIA,39.9501406,-75.1549182,Y
TX,TRAVIS,30.325722,-97.7468691,Y
NY,ULSTER,41.9160827,-74.016892,Y
CO,ALAMOSA,37.4724787,-105.882886,Y
CA,ORANGE,33.6361825,-117.739399,Y
WA,KING,47.365147,-122.306226,Y
OR,JACKSON,42.3124025,-122.8573427,Y
CT,HARTFORD,41.7712079,-72.6994634,Y
MA,WORCESTER,42.3208095,-71.6988755,Y
CA,LOS ANGELES,34.0914538,-117.7353136,Y
IN,ST JOSEPH,41.6805277,-86.2452715,Y
FL,ORANGE,28.5306419,-81.3894726,Y
RI,PROVIDENCE,41.8125272,-71.4076285,Y
VA,DINWIDDIE,37.2272824,-77.404577,Y
AZ,MARICOPA,33.4358446,-112.0808082,Y
IN,BARTHOLOMEW,39.2235287,-85.8960676,Y
AL,MADISON,34.7204108,-86.5864673,Y
IL,COOK,41.893133,-87.6219909,Y
NY,SUFFOLK,40.6854567,-73.4214552,Y
NC,HENDERSON,35.3497867,-82.4311785,Y
NC,FORSYTH,36.1428539,-80.3338874,Y
CT,HARTFORD,41.8609923,-72.8344651,Y
CT,HARTFORD,41.770416,-72.6483322,Y
UT,WEBER,41.1668478,-111.9276798,Y
OR,MULTNOMAH,45.5262644,-122.6085158,Y
OH,SENECA,41.09977,-83.18778,Y
AL,WINSTON,34.2342799,-87.6229186,Y
NC,GUILFORD,36.0910599,-79.7872518,Y
FL,MIAMI-DADE,25.7648922,-80.2583114,Y
MO,JACKSON,39.084993,-94.572189,N
WA,OKANOGAN,48.4229693,-119.5024698,Y
SC,RICHLAND,34.0300076,-81.0282728,Y
IL,COOK,42.0384783,-87.847611,Y
AZ,MARICOPA,33.5602271,-112.3000853,Y
WI,COLUMBIA,43.5671155,-89.4663678,Y
CA,RIVERSIDE,33.9456206,-117.4313317,Y
LA,CADDO PARISH,32.454183,-93.867973,Y
VT,WINDSOR,43.648153,-72.342321,Y
LA,OUACHITA,32.5139902,-92.1617115,Y
FL,MIAMI-DADE,25.6830381,-80.4175688,Y
LA,CADDO PARISH,32.454183,-93.867973,Y
LA,OUACHITA,32.495721,-92.137949,Y
CA,SAN DIEGO,32.8326238,-117.1369996,Y
NC,ONSLOW,34.7644554,-77.3878546,Y
WA,ADAMS,47.1211977,-118.3719373,Y
NJ,ESSEX,40.8302367,-74.2059638,Y
VT,LAMOILLE,44.5541586,-72.5890237,Y
PA,LEBANON,40.3286227,-76.2735722,Y
NC,DURHAM,35.9931968,-78.9009312,Y
NY,ONONDAGA,43.0783007,-76.059044,Y
TX,DALLAS,,,Y
VT,CALEDONIA,44.420792,-72.0250779,Y
NY,ERIE,43.0366908,-78.8165848,Y
NY,SUFFOLK,40.8342419,-73.0219173,Y
WV,MONONGALIA,39.6547322,-79.9557298,Y
CA,ORANGE,33.5482683,-117.7843147,Y
TX,WILLIAMSON,30.6268308,-97.8214775,Y
CA,ORANGE,33.5272522,-117.7144027,Y
IN,GRANT,40.6141904,-85.503263,Y
IN,HENDRICKS,39.8037364,-86.3685025,Y
CA,SANTA BARBARA,34.6396,-120.4444345,Y
MA,WORCESTER,42.2598035,-71.8144313,Y
NV,CLARK,36.0007389,-115.086493,Y
CA,TULARE,36.0509735,-119.042265,Y
MA,HAMPDEN,42.3320418,-72.6539678,Y
FL,VOLUSIA,29.2001684,-81.0542568,Y
FL,VOLUSIA,28.5540857,-81.321504,Y
OK,TULSA,36.1744827,-95.9816685,Y
CA,ORANGE,33.7484837,-117.8758602,Y
IN,HENRY,39.6636511,-75.5786093,Y
IL,COOK,41.8871459,-87.7071779,Y
DC,DISTRICT OF COLUMBIA,38.8972128,-77.0469182,Y
OH,SUMMIT,41.0820185,-81.5012062,Y
NY,SCHENECTADY,42.8011741,-73.9282207,Y
MI,WAYNE,42.3593824,-83.4252481,Y
FL,DUVAL,30.1851154,-81.5484466,N
PA,LANCASTER,40.1874711,-76.1819257,Y
IA,WOODBURY,42.5011069,-96.4045235,Y
FL,ORANGE,28.5136111,-81.466257,Y
AZ,MARICOPA,33.4637855,-112.3691221,Y
KS,WELD,40.413436,-104.7155462,Y
NY,SUFFOLK,40.9090136,-73.1153553,Y
MA,FRANKLIN,42.5962034,-72.5923856,Y
WA,KING,47.6038212,-122.3241757,Y
WV,RALEIGH,37.798042,-81.1134231,Y
NY,NEW YORK,40.8494125,-73.9330624,Y
NM,BERNALILLO,35.0887048,-106.61588,Y
MA,NORFOLK,42.1757238,-70.9541728,Y
CT,LITCHFIELD,41.8116183,-73.1329782,Y
GA,HOUSTON,32.6187455,-83.6525479,Y
NY,ALBANY,42.6496127,-73.7744404,Y
PA,YORK,39.9448832,-76.7173392,Y
KS,BROWN,39.6691397,-95.6401683,Y
NC,ROWAN,35.6816917,-80.4706748,Y
CT,HARTFORD,41.770416,-72.6483322,Y
MD,PRINCE GEORGES,38.9076874,-76.8383105,Y
TX,ATASCOSA,28.957644,-98.487001,Y
OH,LOGAN,40.2710469,-83.7605386,Y
NY,BRONX,40.8313757,-73.9028086,Y
CT,NEW HAVEN,41.3358175,-73.0898334,Y
OR,DESCHUTES,44.0663829,-121.2656172,Y
CA,LOS ANGELES,34.1889355,-118.4469309,Y
ME,YORK,43.4574934,-70.7642422,Y
NJ,OCEAN,39.584225,-74.3709809,Y
NC,SCOTLAND,34.7513566,-79.4709598,Y
FL,OSCEOLA,28.2536829,-81.3113594,Y
NY,NEW YORK,40.7432031,-73.9865218,Y
NC,HENDERSON,35.3021548,-82.4166144,Y
IN,MARION,39.8422325,-86.2805651,Y
OH,CUYAHOGA,41.4622606,-81.697669,Y
PA,YORK,39.9798125,-76.757954,Y
NJ,CAMDEN,39.9279261,-75.0949231,Y
FL,BROWARD,26.0398721,-80.1663401,Y
CA,LINN,41.983169,-91.6554615,Y
NC,FORSYTH,36.1248349,-80.0796616,N
IL,COOK,41.903042,-87.7083904,Y
FL,SAN DIEGO,32.6404734,-117.0816607,Y
CA,LOS ANGELES,34.2709742,-118.5004351,Y
KY,JEFFERSON,38.2479364,-85.5331276,Y
DE,NEW CASTLE,39.7873103,-75.5506906,Y
NM,TAOS,36.3674271,-105.5766821,Y
PA,DAUPHIN,40.2862672,-76.898534,Y
MD,PRINCE GEORGES,38.8911562,-76.772267,Y
FL,HILLSBOROUGH,28.069723,-82.4203112,Y
NY,ESSEX,44.215491,-73.590924,Y
TX,BROWN,31.6851194,-99.0000728,Y
NC,HALIFAX,36.4624173,-77.6547534,Y
MN,HENNEPIN,44.8615418,-93.3344056,Y
NY,GENESEE,42.9991565,-78.1809354,Y
MI,MUSKEGON,43.2065678,-86.2140629,Y
CO,DENVER,39.7282404,-104.9910801,Y
KY,FAYETTE,38.0968038,-84.56534,Y
MI,ANTRIM,44.9660902,-85.1977959,Y
LA,TANGIPAHOA PARISH,30.5225864,-90.4244561,Y
NY,KINGS,40.6692935,-73.9108943,Y
SC,HORRY,33.8835219,-78.598781,Y
FL,INDIAN RIVER,27.8241296,-80.4752792,Y
NJ,ESSEX,40.7484629,-74.1857737,Y
NY,MONROE,43.1422894,-77.599391,Y
MI,OAKLAND,42.6826267,-83.1502472,Y
MD,BALTIMORE CITY,39.301048,-76.6082481,Y
AR,PULASKI,34.7666812,-92.4006223,Y
PA,YORK,39.9277749,-76.6911689,Y
TX,BEXAR,29.514871,-98.5676807,Y
IL,DEKALB,42.0163423,-88.674391,Y
NY,DELAWARE,42.1644594,-75.1285898,Y
OR,DESCHUTES,43.709781,-121.552641,Y
WA,YAKIMA,46.5842823,-120.4940148,Y
NJ,ESSEX,40.7209347,-74.1271157,Y
CA,CONTRA COSTA,38.0066125,-122.1325892,Y
UT,WEBER,41.183898,-111.9549506,Y
WI,DANE,43.0581176,-89.4031521,Y
IL,COOK,41.949316,-87.6844064,Y
IN,MARION,39.8254618,-86.2820999,Y
OH,MONTGOMERY,39.8284642,-84.1118207,Y
CA,LOS ANGELES,34.0316693,-118.1523498,Y
NM,DONA ANA,32.4061173,-106.6518968,Y
NY,ROCKLAND,41.1416413,-73.9906703,Y
OH,HAMILTON,39.1582831,-84.4054956,Y
MD,FREDERICK,39.4197541,-77.4390464,Y
CA,SACRAMENTO,38.6693027,-121.3139776,Y
WA,KING,47.5949207,-122.3019434,Y
KY,FLOYD,37.5584583,-82.6380994,Y
CO,DENVER,39.762268,-104.8681513,Y
OK,TULSA,36.1451563,-95.9333964,Y
OR,MULTNOMAH,45.5232442,-122.67812,Y
NY,ROCKLAND,41.1416413,-73.9906703,Y
CA,SAN BERNARDINO,34.0475995,-117.2492935,Y
UT,NATRONA,42.8518201,-106.3045166,Y
FL,VOLUSIA,29.2001684,-81.0542568,Y
CA,SAN BERNARDINO,34.0740531,-117.351059,Y
OH,FRANKLIN,39.9815567,-82.9108578,Y
MA,PLYMOUTH,42.0844836,-71.0202031,Y
OR,WASHINGTON,45.5189523,-122.981818,Y
KS,WYANDOTTE,39.0576784,-94.6099703,Y
WI,MILWAUKEE,42.9032352,-87.9004928,Y
MA,SUFFOLK,42.3381753,-71.1088395,Y
UT,SALT LAKE,40.7716956,-111.836808,Y
NJ,MONMOUTH,40.2276709,-74.0381143,Y
ND,WILLIAMS,48.1469578,-103.6251665,Y
WI,DANE,43.0713284,-89.3880049,Y
NC,FORSYTH,36.090271,-80.2714172,Y
NY,NEW YORK,40.7330892,-73.9830393,Y
CA,MENDOCINO,39.3899426,-123.3389404,Y
WV,LEWIS,39.0409221,-80.4968234,Y
MA,WORCESTER,42.1333439,-71.5288105,Y
AZ,MARICOPA,33.5884827,-112.120745,Y
NJ,BERGEN,40.9503937,-74.1381078,Y
MA,SUFFOLK,42.3344088,-71.0676979,Y
NY,ONONDAGA,43.055942,-76.1374764,Y
GA,WHITFIELD,34.7538387,-84.9949579,Y
UT,SALT LAKE,40.7713968,-111.8404025,Y
WA,KING,47.6499333,-122.3084015,Y
OH,FRANKLIN,39.9829274,-83.0628835,Y
PA,DAUPHIN,40.2644142,-76.6746317,Y
FL,MARION,29.1605917,-82.1330227,Y
TX,MCLENNAN,31.5589063,-97.1531074,Y
AL,JEFFERSON,33.5086321,-86.7935804,Y
MD,BALTIMORE,39.267606,-76.7014774,Y
LA,ORLEANS,29.9742664,-90.0566874,Y
WA,SPOKANE,47.6541911,-117.4269186,Y
WA,SNOHOMISH,48.0837676,-122.17463,Y
WI,DANE,42.8626438,-89.5588142,Y
NC,BURKE,35.7502124,-81.6867716,N
CA,SAN BENITO,36.8505956,-121.3969877,Y
CA,LOS ANGELES,33.9232321,-118.2437635,Y
UT,SALT LAKE,40.6590658,-111.891794,Y
PA,ALLEGHENY,40.4520588,-79.9346783,Y
CA,LOS ANGELES,34.0456776,-118.2447133,Y
CO,MESA,39.1111062,-108.5914467,Y
WA,KING,47.6039634,-122.3241159,Y
MI,GENESEE,43.0520338,-83.6074973,Y
MN,STEARNS,45.5829642,-94.2067623,Y
CO,ARAPAHOE,39.623255,-104.9070386,Y
MO,SAINT LOUIS CITY,38.6330389,-90.2610918,Y
CA,RIVERSIDE,33.6572551,-117.1653986,Y
PA,LUZERNE,41.297641,-75.864287,Y
NY,CHAUTAUQUA,42.1314381,-79.331439,Y
PR,CAGUAS,18.2365857,-66.010626,Y
SC,LAURENS,34.4778057,-81.9356218,Y
PA,BUCKS,40.3039295,-74.8977636,Y
FL,VOLUSIA,29.2750856,-81.0589355,Y
TX,TRAVIS,30.2379688,-97.7891744,Y
KY,LAWRENCE,38.1152206,-82.6027999,Y
MD,BALTIMORE CITY,39.2938249,-76.6096183,Y
NH,ROCKINGHAM,43.1033356,-70.8093917,Y
WA,SKAGIT,48.5017688,-122.6166227,Y
CA,ALAMEDA,37.8671991,-122.2971537,Y
AZ,COCHISE,31.5513002,-110.2729319,Y
CA,KERN,35.3774087,-119.0237844,Y
WA,PIERCE,47.1354992,-122.5760602,Y
MD,PRINCE GEORGES,38.766133,-76.781825,Y
CA,CONTRA COSTA,38.006764,-122.1327936,Y
OH,CUYAHOGA,41.502823,-81.621722,Y
MA,MIDDLESEX,42.642321,-71.3101303,Y
NM,BERNALILLO,35.203562,-106.7223812,Y
GA,FORSYTH,34.1430912,-84.1714834,Y
CA,SISKIYOU,41.7193201,-122.6456943,Y
CO,ARAPAHOE,39.5815538,-104.8324133,Y
MI,SAGINAW,43.4179183,-84.0153171,Y
CA,HUMBOLDT,40.1168397,-123.8132042,Y
NC,GUILFORD,36.0910599,-79.7872518,Y
VA,SCOTT,36.8175817,-82.4946493,Y
CA,IMPERIAL,32.6907549,-115.3978803,Y
NY,DUTCHESS,41.6826442,-73.9009729,Y
TX,HARRIS,29.7633996,-95.3565019,Y
AZ,PIMA,32.2819584,-111.0524018,Y
VA,CHESTERFIELD,37.4069765,-77.4898176,N
MI,MANISTEE,45.0270703,-84.7080108,N
ID,CASSIA,42.5007203,-113.7956606,Y
MT,BIG HORN,45.7322382,-107.6064817,Y
LA,CADDO PARISH,32.454183,-93.867973,Y
LA,OUACHITA,32.4957234,-92.1379274,Y
OR,MULTNOMAH,45.4769688,-122.7220031,Y
TN,FLOYD,37.2744589,-83.2252677,Y
TX,TARRANT,32.7458142,-97.3146289,Y
OR,MULTNOMAH,45.4992017,-122.6867232,Y
MA,MIDDLESEX,42.642182,-71.311467,Y
GA,WHITFIELD,34.7881963,-84.9832189,Y
MD,ANNE ARUNDEL,39.2254809,-76.6647788,Y
DC,DISTRICT OF COLUMBIA,38.900331,-77.019219,Y
WA,SNOHOMISH,48.0000675,-122.2058527,Y
PA,LACKAWANNA,,,Y
MN,STEARNS,45.58167,-94.1743375,Y
CA,ORANGE,33.78728,-117.888284,Y
CA,LOS ANGELES,33.8308433,-118.2924099,Y
CA,ORANGE,33.788019,-117.8892912,Y
TX,GALVESTON,29.497966,-94.9815061,Y
PA,ALLEGHENY,40.436464,-79.759898,Y
CA,RIVERSIDE,33.5162974,-117.1666393,Y
MA,ORANGE,33.7871702,-117.8887239,Y
CT,NEW HAVEN,41.2844004,-72.9576103,Y
CA,ORANGE,33.7871702,-117.8887239,Y
CA,ALAMEDA,37.8447665,-122.2749369,Y
FL,HILLSBOROUGH,28.0275495,-82.2334249,Y
KY,JEFFERSON,38.2443373,-85.541727,Y
NV,CLARK,36.2037155,-115.2486832,Y
VA,ARLINGTON,38.8769752,-77.1075998,Y
KY,OWSLEY,37.476735,-83.6745227,Y
VA,VIRGINIA BEACH CITY,36.8451445,-76.1535297,Y
MA,SUFFOLK,42.3631541,-71.0688333,Y
MI,OAKLAND,42.6348506,-83.2956652,Y
CA,LOS ANGELES,34.059243,-118.2137265,Y
WV,MCDOWELL,37.3659613,-81.552428,Y
PA,BERKS,40.3355548,-75.9244586,Y
MD,BALTIMORE CITY,39.2736568,-76.6730799,Y
IL,COOK,41.965836,-87.6751415,N
WA,GRANT,47.1325069,-119.266631,Y
WA,CHELAN,47.4318238,-120.318585,Y
WA,YAKIMA,46.6107032,-120.5095978,Y
PA,PHILADELPHIA,40.0292812,-75.2307098,Y
UT,SALT LAKE,40.7505081,-111.8211331,Y
NM,SANTA FE,35.6261008,-106.0267768,Y
CA,LOS ANGELES,34.5806419,-118.1381433,Y
NY,RENSSELAER,42.7402588,-73.6763615,Y
OH,FRANKLIN,39.9570215,-82.9992899,Y
CA,RIVERSIDE,33.9191196,-117.4596533,Y
CA,SANTA CLARA,37.4415149,-122.1686795,Y
CA,SAN FRANCISCO,37.7806664,-122.4324134,Y
PA,DAUPHIN,40.2644142,-76.6746317,Y
WY,NATRONA,42.8518308,-106.3045329,Y
CA,ORANGE,33.7870982,-117.8936947,Y
WI,MILWAUKEE,43.0435774,-88.0217863,Y
IL,DUPAGE,41.799554,-88.0540086,Y
UT,SUMMIT,40.6398828,-111.4968743,Y
CA,SOLANO,38.3613785,-121.9492219,Y
AR,SEBASTIAN,35.3519009,-94.3552539,Y
MI,OAKLAND,42.6826267,-83.1502472,Y
PA,ADAMS,39.9383832,-76.9844287,Y
HI,LOGAN,40.6123996,-103.2210843,N
TX,HIDALGO,26.2671143,-98.1987012,Y
CA,SAN DIEGO,32.752133,-117.1616307,Y
KY,PERRY,37.2532075,-83.1939257,Y
MA,HAMPDEN,42.2046321,-72.5105058,Y
NC,COLUMBUS,34.3379091,-78.708004,Y
GA,FULTON,33.836911,-84.356692,Y
AL,MADISON,34.7529032,-86.7514234,Y
NY,SAINT LAWRENCE,44.5958786,-75.1532577,Y
PA,MONTGOMERY,40.1008004,-75.1352552,Y
CA,IMPERIAL,32.7804333,-115.568571,Y
NJ,HUDSON,40.7844157,-74.0585177,Y
TX,MIDLAND,32.0110364,-102.1597431,Y
WV,WOOD,39.2696181,-81.5599487,Y
TX,DALLAS,32.5889649,-96.9215005,Y
TX,DALLAS,32.7609193,-96.8250881,Y
MD,BALTIMORE,39.339567,-76.438274,Y
KY,MCCRACKEN,37.0766917,-88.6207801,Y
CA,SANTA CLARA,37.326606,-121.9402893,Y
MD,DORCHESTER,38.5695941,-76.0651625,Y
NC,BUNCOMBE,35.5606707,-82.5438111,Y
MI,BERRIEN,42.1023413,-86.436069,Y
CA,CONTRA COSTA,38.006764,-122.1327937,Y
UT,SALT LAKE,40.7716956,-111.836808,Y
CT,HARTFORD,41.6712954,-72.7833662,Y
MD,BALTIMORE CITY,39.2961773,-76.591756,Y
WA,KING,47.6498722,-122.3082296,Y
MA,CHARLESTON,32.9763081,-80.070968,Y
NC,WAKE,35.7657951,-78.6220685,Y
GA,DEKALB,33.783617,-84.3377921,Y
AL,HAYWOOD,35.4958817,-82.9916912,Y
MA,ESSEX,42.510776,-70.907117,Y
UT,SALT LAKE,40.6384248,-111.6231916,Y
NY,ULSTER,41.926437,-73.9952975,Y
MI,KALKASKA,44.7304981,-85.179086,Y
ND,CASS,46.9059328,-96.77453,Y
PA,ALLEGHENY,40.4734581,-80.0629171,Y
UT,SALT LAKE,40.5269383,-111.8662847,Y
ID,BONNEVILLE,43.4824447,-111.9769633,Y
UT,SALT LAKE,40.6592601,-111.8921757,Y
WV,HARRISON,39.272819,-80.374001,Y
AR,WASHINGTON,36.0649137,-94.1581294,Y
WI,WAUKESHA,43.0413702,-88.2554645,N
VA,CHESAPEAKE CITY,36.744911,-76.2471395,Y
MD,PRINCE GEORGE'S,38.939596,-76.7190642,Y
NC,CLEVELAND,35.3010375,-81.5401443,Y
WA,YAKIMA,46.6037342,-120.4956115,Y
CO,EL PASO,38.8983951,-104.8451883,Y
CA,SANTA CLARA,37.3266423,-121.9403035,Y
PA,YORK,39.938686,-76.695028,Y
LA,BOSSIER,32.4706075,-93.6623833,Y
SD,PENNINGTON,44.0641783,-103.2296038,Y
VA,VIRGINIA BEACH CITY,36.8712159,-76.1458306,Y
CO,LARIMER,40.5216266,-105.0598908,Y
WA,KING,47.6498722,-122.3082296,Y
NC,GUILFORD,36.0910462,-79.7861952,Y
CA,SAN BERNARDINO,34.06733,-117.277593,Y
WI,DANE,43.0046299,-89.4271699,Y
PA,PHILADELPHIA,39.9836315,-75.1670329,Y
VA,NORFOLK CITY,,,Y
OR,UMATILLA,45.6815497,-118.8026646,Y
AL,JEFFERSON,33.6487318,-86.8175283,Y
NH,ROCKINGHAM,43.0399589,-70.7872238,Y
MD,BALTIMORE CITY,39.317923,-76.6032709,Y
LA,EVANGELINE,30.6923069,-92.2850859,Y
PA,LANCASTER,40.0306839,-76.406026,Y
MA,WORCESTER,42.4078949,-72.0910393,Y
SC,CHARLESTON,32.7850493,-79.9478413,Y
TX,DALLAS,32.8818477,-96.7611209,Y
WA,ASOTIN,46.4202657,-117.0623999,Y
LA,CADDO,32.4999722,-93.7224986,Y
PA,WESTMORELAND,40.1080933,-79.3743735,Y
FL,BROWARD,26.1666262,-80.1285108,Y
KY,ROWAN,38.1760298,-83.4420529,Y
NM,RIO ARRIBA,36.0035445,-106.0873972,Y
MD,PRINCE GEORGES,38.9909542,-76.8781008,Y
AZ,NAVAJO,35.0322353,-110.71442,Y
OH,CUYAHOGA,41.4622606,-81.697669,Y
FL,ORANGE,28.4511873,-81.4142047,Y
MA,SUFFOLK,42.3337186,-71.0725726,Y
IN,LAKE,41.5591211,-87.3361606,Y
OH,FRANKLIN,39.9829274,-83.0628835,Y
OR,WASHINGTON,45.5006741,-122.8095234,N
MT,MISSOULA,46.8510222,-114.0109362,Y
WI,BURNETT,45.7746807,-92.6867177,Y
CA,MERCED,37.3065492,-120.4961967,Y
NC,IREDELL,35.5568799,-80.8546874,Y
UT,WASHINGTON,37.1133991,-113.5795926,Y
CA,SAN DIEGO,32.8411343,-117.2254004,Y
CA,LOS ANGELES,33.7675881,-118.1930282,N
MD,PRINCE GEORGES,39.0432174,-76.9443207,Y
MT,GALLATIN,45.6698613,-111.019934,Y
MA,WORCESTER,42.2649772,-71.7964208,Y
UT,WEBER,41.2912489,-111.8009181,Y
VA,DINWIDDIE,37.2193522,-77.3998606,Y
WA,COWLITZ,46.143562,-122.9101478,N
MO,BUCHANAN,39.7737714,-94.8348084,Y
MD,ANNE ARUNDEL,38.940047,-76.562003,Y
CA,LOS ANGELES,34.066049,-118.2710977,Y
CA,ORANGE,33.7083529,-117.8411251,Y
NY,QUEENS,40.7445029,-73.9276275,N
PA,ALLEGHENY,40.4406026,-79.9578499,Y
CA,VENTURA,34.1541067,-118.8000886,Y
PA,LANCASTER,40.0776211,-76.3326484,Y
NY,NASSAU,40.7196032,-73.633879,Y
WV,RALEIGH,37.798042,-81.1134231,Y
PA,MONTGOMERY,,,Y
PA,PHILADELPHIA,39.9501406,-75.1549182,Y
CT,NEW HAVEN,41.3084073,-72.9020086,Y
NJ,CAMDEN,39.9412048,-75.116212,Y
NH,HILLSBOROUGH,42.785283,-71.4980266,Y
MA,HAMPSHIRE,,,Y
NC,NEW HANOVER,34.2464054,-77.9462908,Y
PA,LACKAWANNA,41.4171907,-75.6639019,Y
IL,COOK,42.0615184,-88.1439315,Y
OH,MAHONING,41.1204185,-80.7729658,Y
GA,GLYNN,31.1637953,-81.4020895,Y
OR,UMATILLA,45.6613626,-118.8043768,Y
OR,UMATILLA,45.8388565,-119.2847556,Y
NY,WESTCHESTER,41.086676,-73.8060649,Y
CA,SAN JOAQUIN,37.9330435,-121.2847624,Y
CA,CONTRA COSTA,38.012475,-122.028682,Y
CA,LOS ANGELES,34.0325266,-118.3848395,Y
KY,LAUREL,37.1741974,-84.1270633,Y
NY,WESTCHESTER,41.0060401,-73.811901,Y
AZ,COCONINO,35.217496,-111.620958,Y
CO,PROWERS,38.070147,-102.610301,Y
TX,TARRANT,32.9249272,-97.1298385,Y
NY,YATES,42.6708555,-77.0605199,Y
NC,STANLY,35.3642683,-80.1968779,Y
TX,BOWIE,33.4472122,-94.0734619,Y
NJ,MORRIS,40.8063061,-74.492378,Y
NY,FRANKLIN,44.3450745,-74.1409349,Y
CA,YOLO,38.5633318,-121.7690978,Y
MD,MIDDLESEX,42.4110897,-71.1477398,Y
CA,SONOMA,38.47978,-122.7296742,Y
NY,BRONX,40.8873052,-73.8173349,Y
NY,NEW YORK,40.78541,-73.945836,Y
MA,SUFFOLK,42.3329583,-71.10753,Y
MA,WORCESTER,42.1333439,-71.5288105,Y
PA,DAUPHIN,40.2643934,-76.6745953,Y
TX,DALLAS,32.7068943,-96.7999774,Y
NY,ULSTER,41.7317879,-74.378953,Y
NV,CLARK,36.1931647,-115.1639285,Y
UT,SALT LAKE,40.5610684,-111.8695045,Y
NM,MCKINLEY,35.7102777,-108.2103038,Y
CA,DOUGLAS,41.2561301,-96.0753992,Y
ME,CUMBERLAND,43.6291296,-70.3314257,Y
WA,CLALLAM,48.0889705,-123.1100729,Y
MD,BALTIMORE CITY,39.2898706,-76.55164,Y
NM,MULTNOMAH,45.4991593,-122.6865808,Y
NC,MECKLENBURG,35.1561904,-80.8740133,Y
WI,BROWN,44.5148405,-87.9538547,Y
FL,PALM BEACH,,,Y
IN,ST JOSEPH,41.7237661,-86.2821133,Y
ID,BONNEVILLE,43.4689776,-111.9864989,Y
TX,CAMERON,26.1195897,-97.1691351,Y
TX,CAMERON,26.1216802,-97.172034,Y
FL,PALM BEACH,26.75654,-80.066684,Y
TN,HARDIN,35.2299027,-88.2298772,Y
CA,SANTA CLARA,37.0112,-121.557045,Y
IL,CHRISTIAN,39.5552701,-89.2936908,Y
CT,LITCHFIELD,42.0042859,-73.3272268,Y
NC,NEW HANOVER,34.2119905,-77.9244036,Y
IN,ALLEN,41.0936779,-85.1084921,Y
VT,WARREN,43.375001,-73.66863,Y
WV,OHIO,40.0606184,-80.7219614,N
WI,LA CROSSE,43.8455819,-91.2479098,Y
OH,CUYAHOGA,41.303784,-81.835898,Y
AZ,MARICOPA,33.6189257,-111.8992996,Y
CO,ARAPAHOE,39.5785605,-104.8668514,Y
MD,BALTIMORE CITY,39.3527548,-76.6619418,Y
UT,SALT LAKE,40.6447321,-111.8860163,Y
ID,MCKENZIE,47.8037676,-103.2705042,Y
TX,HUNT,33.1225844,-96.1109153,Y
CO,LARIMER,40.586703,-105.0832788,Y
KY,FAYETTE,37.999648,-84.5259481,Y
